# Phase 4 raw batch samples. batch-normalized ns/update = elapsed_ns / batch_operations (a batch average, NOT a directly
# measured single-update latency). batch_operations is the ACTUAL op count of the batch: batch_size for every row except
# the final row when updates % batch_size is nonzero (a partial batch, which is EXCLUDED from every distribution
# metric in the summary).
# impl=map wl=A levels=1000 updates=10000000 batch_size=512 seed=407715774446 partial_rows=1
sample_index,batch_operations,elapsed_ns,normalized_ns_per_update
888,512,17500,34.179688
889,512,17375,33.935547
890,512,18084,35.320312
891,512,18041,35.236328
892,512,17125,33.447266
893,512,17750,34.667969
894,512,17292,33.773438
895,512,18000,35.156250
896,512,17292,33.773438
897,512,17333,33.853516
898,512,17500,34.179688
899,512,17333,33.853516
900,512,17208,33.609375
901,512,17834,34.832031
902,512,21500,41.992188
903,512,19500,38.085938
904,512,17792,34.750000
905,512,17916,34.992188
906,512,17334,33.855469
907,512,18291,35.724609
908,512,16875,32.958984
909,512,17292,33.773438
910,512,17541,34.259766
911,512,17209,33.611328
912,512,17875,34.912109
913,512,17334,33.855469
914,512,17834,34.832031
915,512,18083,35.318359
916,512,18250,35.644531
917,512,18000,35.156250
918,512,17291,33.771484
919,512,17292,33.773438
920,512,18208,35.562500
921,512,17209,33.611328
922,512,17708,34.585938
923,512,18083,35.318359
924,512,17833,34.830078
925,512,17792,34.750000
926,512,17250,33.691406
927,512,17458,34.097656
928,512,17500,34.179688
929,512,18042,35.238281
930,512,17458,34.097656
931,512,17459,34.099609
932,512,17875,34.912109
933,512,17791,34.748047
934,512,17500,34.179688
935,512,17667,34.505859
936,512,17459,34.099609
937,512,17416,34.015625
938,512,17292,33.773438
939,512,17208,33.609375
940,512,17875,34.912109
941,512,17125,33.447266
942,512,17292,33.773438
943,512,17041,33.283203
944,512,17833,34.830078
945,512,17083,33.365234
946,512,17500,34.179688
947,512,17916,34.992188
948,512,17709,34.587891
949,512,18000,35.156250
950,512,17416,34.015625
951,512,17459,34.099609
952,512,20500,40.039062
953,512,18500,36.132812
954,512,19167,37.435547
955,512,18958,37.027344
956,512,18167,35.482422
957,512,21666,42.316406
958,512,21459,41.912109
959,512,21416,41.828125
960,512,18125,35.400391
961,512,18167,35.482422
962,512,21500,41.992188
963,512,21666,42.316406
964,512,18250,35.644531
965,512,18250,35.644531
966,512,18041,35.236328
967,512,18542,36.214844
968,512,18959,37.029297
969,512,19584,38.250000
970,512,19416,37.921875
971,512,18750,36.621094
972,512,18500,36.132812
973,512,19125,37.353516
974,512,21917,42.806641
975,512,18500,36.132812
976,512,19209,37.517578
977,512,18917,36.947266
978,512,18917,36.947266
979,512,18791,36.701172
980,512,18334,35.808594
981,512,18583,36.294922
982,512,18042,35.238281
983,512,22417,43.783203
984,512,18042,35.238281
985,512,18834,36.785156
986,512,19000,37.109375
987,512,20708,40.445312
988,512,17667,34.505859
989,512,18333,35.806641
990,512,18333,35.806641
991,512,17709,34.587891
992,512,22625,44.189453
993,512,18292,35.726562
994,512,18209,35.564453
995,512,17625,34.423828
996,512,23125,45.166016
997,512,18583,36.294922
998,512,18083,35.318359
999,512,19000,37.109375
1000,512,19583,38.248047
1001,512,18875,36.865234
1002,512,18875,36.865234
1003,512,18125,35.400391
1004,512,18125,35.400391
1005,512,18416,35.968750
1006,512,18417,35.970703
1007,512,18250,35.644531
1008,512,17917,34.994141
1009,512,18166,35.480469
1010,512,17709,34.587891
1011,512,17875,34.912109
1012,512,18333,35.806641
1013,512,17709,34.587891
1014,512,18209,35.564453
1015,512,18125,35.400391
1016,512,17750,34.667969
1017,512,18583,36.294922
1018,512,18166,35.480469
1019,512,18125,35.400391
1020,512,17750,34.667969
1021,512,18583,36.294922
1022,512,18166,35.480469
1023,512,18250,35.644531
1024,512,18458,36.050781
1025,512,19000,37.109375
1026,512,17917,34.994141
1027,512,18750,36.621094
1028,512,17625,34.423828
1029,512,18125,35.400391
1030,512,17541,34.259766
1031,512,18209,35.564453
1032,512,17958,35.074219
1033,512,18083,35.318359
1034,512,18250,35.644531
1035,512,18333,35.806641
1036,512,18042,35.238281
1037,512,18208,35.562500
1038,512,18375,35.888672
1039,512,20625,40.283203
1040,512,19584,38.250000
1041,512,19416,37.921875
1042,512,75834,148.113281
1043,512,23958,46.792969
1044,512,16708,32.632812
1045,512,16417,32.064453
1046,512,16333,31.900391
1047,512,15917,31.087891
1048,512,16708,32.632812
1049,512,16541,32.306641
1050,512,16417,32.064453
1051,512,16125,31.494141
1052,512,16542,32.308594
1053,512,16666,32.550781
1054,512,16000,31.250000
1055,512,15458,30.191406
1056,512,15542,30.355469
1057,512,15875,31.005859
1058,512,16375,31.982422
1059,512,16000,31.250000
1060,512,16291,31.818359
1061,512,15542,30.355469
1062,512,16250,31.738281
1063,512,16375,31.982422
1064,512,16041,31.330078
1065,512,15625,30.517578
1066,512,15750,30.761719
1067,512,16291,31.818359
1068,512,15458,30.191406
1069,512,15334,29.949219
1070,512,16208,31.656250
1071,512,15750,30.761719
